"","logFC","AveExpr","t","P.Value","adj.P.Val","B","BH"
"ENSG00000271781",0.0312604875206484,6.31029182570263,0.300712526324999,0.773849637136536,0.836188901627195,-7.6914220804323,0.836188901627195
"ZNF579",0.0749128210887289,9.21881198753292,0.30045275741999,0.774038283966857,0.836348097249408,-7.69151173630017,0.836348097249408
"VEPH1",-0.0300800222090647,6.57686868554799,-0.300024203383579,0.774349541299423,0.836555422283705,-7.69165948187184,0.836555422283705
"ANKMY1",-0.031590695565793,8.26300918466435,-0.300015508960298,0.774355856506089,0.836555422283705,-7.69166247718856,0.836555422283705
"ZNF266",-0.0374751337037367,10.7400084778755,-0.299987327820284,0.774376326047317,0.836555422283705,-7.69167218529734,0.836555422283705
"PKM",0.0347834519373471,15.4761791490119,0.299920746462085,0.774424688609709,0.836555422283705,-7.69169511836618,0.836555422283705
"ENSG00000286964",0.0768979476621112,6.90950574451838,0.299904056883452,0.774436811558325,0.836555422283705,-7.69170086609681,0.836555422283705
"ENSG00000260585",-0.0555974320367021,5.13728423549389,-0.299789543164027,0.774519993727628,0.83660062933139,-7.69174029515277,0.83660062933139
"GORASP1",-0.0380073405536976,9.26921695632208,-0.299720085761553,0.774570448823761,0.836610483171918,-7.6917642034206,0.836610483171918
"AEN",0.0344396299163634,8.8910036998157,0.29958743728646,0.774666810399695,0.836669916722705,-7.69180984805784,0.836669916722705
"CYP1A2",-0.05247683526387,5.34749013646624,-0.29926459649125,0.774901354290201,0.836846034275311,-7.69192085637505,0.836846034275311
"GOLM2",0.0400664395064023,11.909026465599,0.299249166798595,0.774912564617467,0.836846034275311,-7.69192615894353,0.836846034275311
"ARL16",-0.0347258638610306,10.5515079250683,-0.298920843196815,0.775151119775181,0.837058995698327,-7.69203892775501,0.837058995698327
"CGN",-0.0415458699471323,9.2409056272515,-0.298552624194302,0.775418694398213,0.837302173165772,-7.6921652564656,0.837302173165772
"ENSG00000289295",-0.0722128437099432,5.51455913947839,-0.298461297941308,0.775485063914699,0.837302173165772,-7.69219656532279,0.837302173165772
"TRIM61",-0.0760923313995603,6.14265546822119,-0.298440178896706,0.775500412051714,0.837302173165772,-7.69220380412071,0.837302173165772
"CYFIP1",-0.0295245266960151,11.7565111285259,-0.298005507023161,0.775816331899253,0.837598590461531,-7.69235268254118,0.837598590461531
"BASP1-AS1",0.0510915293247658,5.94325528941089,0.297944811821942,0.775860448965839,0.837601543949947,-7.69237345435165,0.837601543949947
"DUSP1",0.0337317456217257,9.4798707418537,0.297801745467659,0.775964442167838,0.837632412490462,-7.692422399918,0.837632412490462
"ENSG00000255836",0.0505953026791675,6.89327792416523,0.297784780729711,0.775976773968774,0.837632412490462,-7.69242820234595,0.837632412490462
"LINC00343",-0.0641025874271062,7.09907347933417,-0.297734682752264,0.776013190999513,0.837632412490462,-7.69244533542134,0.837632412490462
"ENSG00000286017",-0.040441598400232,5.24105382158936,-0.297530358711008,0.776161723924791,0.837748064520967,-7.69251518350086,0.837748064520967
"C16orf86",-0.0404715703867149,6.75599354291875,-0.297009175667529,0.776540643867154,0.83811235856431,-7.69269313889681,0.83811235856431
"ING2-DT",0.0834646027247556,5.24346714711769,0.296891423821729,0.776626263300693,0.838144285313557,-7.69273330274305,0.838144285313557
"ULBP2",0.0375172902852681,6.50564073466491,0.296854596753344,0.776653041615586,0.838144285313557,-7.69274586087296,0.838144285313557
"ENSG00000267248",-0.0507536659609844,6.49143353795157,-0.29665097331639,0.776801109780338,0.838259383860097,-7.69281526971656,0.838259383860097
"SPATS2",0.0266169631065232,10.1519975630962,0.296301776569831,0.777055057954268,0.838488720975175,-7.69293419229583,0.838488720975175
"MAST1",0.0627955172471699,6.85584520794016,0.296227636387096,0.777108979199618,0.838502204167571,-7.69295942400322,0.838502204167571
"APLP1",-0.0383601871832324,7.96578915177917,-0.296155846081198,0.777161192707186,0.838513843368132,-7.69298385014812,0.838513843368132
"RHOJ",0.0468444894633313,5.79704363922077,0.295935372191439,0.777321552636879,0.838642159102557,-7.69305882889812,0.838642159102557
"EFCAB3",0.0458838093006122,5.29874911829238,0.295844844737809,0.777387400547928,0.838668498800267,-7.6930895997687,0.838668498800267
"LIX1-AS1",-0.0603712176222082,5.16216084800553,-0.295370269537635,0.777732630526912,0.8389962252569,-7.6932507613898,0.8389962252569
"ATP11B",0.0345016783968841,11.6720282223317,0.294849649508987,0.778111419909608,0.83936011779953,-7.69342727042708,0.83936011779953
"ENSG00000273186",-0.0379586910769119,5.55743326547998,-0.294609673285437,0.778286042814931,0.839441949273444,-7.69350852922908,0.839441949273444
"ENSG00000286927",0.0671846122945743,5.99919897646168,0.294585275642035,0.778303796983806,0.839441949273444,-7.69351678696256,0.839441949273444
"ENSG00000250771",-0.0537360123167785,5.85602311657454,-0.294574419358712,0.778311697150077,0.839441949273444,-7.69352046121433,0.839441949273444
"AHI1",0.045567760959262,10.5037988462309,0.294374061563012,0.778457503640391,0.839464646110344,-7.69358824764122,0.839464646110344
"ENSG00000286449",0.0292398242432315,6.12741267873157,0.294357684142254,0.778469422427663,0.839464646110344,-7.6935937865823,0.839464646110344
"KIF28P",0.121647543775829,5.19522880927017,0.294349785087973,0.778475171045607,0.839464646110344,-7.69359645798244,0.839464646110344
"LINC00667",0.0266913734014071,10.8360807739458,0.294317543909129,0.778498635054457,0.839464646110344,-7.69360736098201,0.839464646110344
"KIF5A",-0.0292663635336883,7.78428565266304,-0.29388326473728,0.778814713301019,0.839760740034409,-7.69375410812111,0.839760740034409
"NPTX1",0.0384739675327168,14.3675848240059,0.293789381435298,0.778883049807939,0.839760873078711,-7.69378580452817,0.839760873078711
"LINC00562",0.046922577204521,5.35133705582002,0.293767015619818,0.778899329931444,0.839760873078711,-7.69379335411107,0.839760873078711
"ENSG00000240036",-0.0752178897943434,5.01029225160209,-0.293712103602206,0.778939301025285,0.839760873078711,-7.6938118872991,0.839760873078711
"RIOX1",-0.0350516056704215,8.39046941299382,-0.293497675441251,0.779095392874007,0.839884418787962,-7.69388422606385,0.839884418787962
"ENSG00000285853",0.0972366098587552,4.91591174187343,0.293226796402322,0.779292594007463,0.840052265820155,-7.69397553553813,0.840052265820155
"PYCR1",0.049094750386578,13.132310264627,0.293149567817076,0.779348820061808,0.840068136482642,-7.69400155319159,0.840068136482642
"ENSG00000271816",-0.0434984128338733,6.83020396263333,-0.292795425985006,0.779606670789375,0.840301327197814,-7.69412077529108,0.840301327197814
"DDX28",-0.0479043043769778,8.39694137037137,-0.292726473770249,0.779656878489776,0.840310696353118,-7.6941439718184,0.840310696353118
"RDH13",0.0391341472161848,9.44975343680236,0.292094145558314,0.78011736398733,0.840762236540522,-7.69435644866271,0.840762236540522
"LCMT1-AS1",-0.0368260479593303,5.36157874994456,-0.291420817499786,0.780607814794752,0.841246021683557,-7.69458221154181,0.841246021683557
"ZNF407",-0.0272619181652907,9.25436928578889,-0.291116064854544,0.780829832453867,0.84144048547616,-7.69468422683206,0.84144048547616
"RPS2P6",-0.0318176518234772,5.08159358541063,-0.290914769694979,0.780976491955777,0.841553725174451,-7.69475155306128,0.841553725174451
"HMBOX1",-0.0450157522416781,8.52825075875967,-0.290010575904439,0.781635390799826,0.842216600094402,-7.69505341609946,0.842216600094402
"TRDN-AS1",-0.0582425046618456,5.42952384720263,-0.289956407673145,0.781674870281776,0.842216600094402,-7.6950714710399,0.842216600094402
"GADL1",0.054959434434986,5.17164071117573,0.289808966764227,0.78178233339204,0.842287550443833,-7.69512059830826,0.842287550443833
"ZC3H3",-0.0520216504729536,8.58748747437854,-0.289690337079119,0.781868801123901,0.842335874150994,-7.69516010805006,0.842335874150994
"NR2F2-AS1",-0.0276449311453746,7.68987217324411,-0.289424782391437,0.782062373102089,0.84249957389746,-7.69524849431524,0.84249957389746
"RB1",0.0435709525818364,10.5487612030556,0.288880455968805,0.782459204961273,0.842855434775256,-7.69542941962304,0.842855434775256
"ZNF292",-0.0379737666848889,10.709704121662,-0.288857437061069,0.782475988086648,0.842855434775256,-7.69543706343783,0.842855434775256
"NCBP2-AS1",-0.033518069544388,5.07784702669366,-0.288448306444533,0.782774307359724,0.843131904814186,-7.69557282331364,0.843131904814186
"ABCB8",-0.0410106667221406,9.48946711174935,-0.288309548155073,0.782875492748717,0.84319602238742,-7.69561882432867,0.84319602238742
"OR1I1",0.0605564735258692,5.20752193145984,0.287801206324854,0.783246225844216,0.843513067651061,-7.69578716545058,0.843513067651061
"OR9H1P",-0.0473056626039119,6.21475575602726,-0.287791638544699,0.783253204214302,0.843513067651061,-7.69579033112104,0.843513067651061
"ENSG00000224645",-0.146174635542006,4.98093885314467,-0.287650752435993,0.783355963674037,0.84355393188158,-7.69583693394926,0.84355393188158
"SECISBP2L",-0.0369255083986122,11.3450276653169,-0.287625339103619,0.78337450015207,0.84355393188158,-7.69584533790265,0.84355393188158
"ENSG00000259605",-0.0731732870508139,7.6601425137473,-0.287390784718452,0.783545591425545,0.843693282053647,-7.69592286877251,0.843693282053647
"TNKS2",-0.0318795750052505,11.1100118388002,-0.287188144311054,0.783693414346578,0.843772241275515,-7.69598980109147,0.843772241275515
"HDAC3",0.0275458072906822,11.117076647696,0.287175972017877,0.783702294154423,0.843772241275515,-7.69599382014948,0.843772241275515
"ENSG00000289283",0.128460030841426,5.23957949835404,0.286472708881536,0.784215392208976,0.844279759252267,-7.69622574282027,0.844279759252267
"ESS2",0.0387270451036006,8.497255588055,0.286345788655111,0.784308005407054,0.844320445860728,-7.69626753974894,0.844320445860728
"CHRM3",0.0586782550740939,6.82312014844478,0.286286550840131,0.784351232338694,0.844320445860728,-7.69628704157327,0.844320445860728
"ZNF267",0.0530443611347451,8.3833770534388,0.286249424717087,0.784378324389365,0.844320445860728,-7.69629926195312,0.844320445860728
"ZNF610",0.0307616366876537,7.95429021736866,0.285519456522886,0.784911071499916,0.844848976241946,-7.69653922400957,0.844848976241946
"PPIAP9",0.156933432005534,5.77427491246394,0.285167644477682,0.785167877502616,0.845080453500502,-7.69665466210342,0.845080453500502
"TMEM42",0.0336051246478748,7.86959508058387,0.285028352954491,0.785269561871695,0.845144956763172,-7.69670032877193,0.845144956763172
"LINC00891",-0.0609695575286606,5.75849548255438,-0.284839075904569,0.785407743688156,0.845225939653275,-7.69676234838001,0.845225939653275
