"","logFC","AveExpr","t","P.Value","adj.P.Val","B","BH"
"TCF20",-0.0347348310605557,10.4077578243676,-0.357227217273297,0.733232404137409,0.803060283109426,-7.67014041181815,0.803060283109426
"ICE1",-0.0398444004163565,12.1870978274987,-0.357126225202737,0.733304196657689,0.803095457447694,-7.67018157687326,0.803095457447694
"ENSG00000286118",0.151817065848388,5.18733099909724,0.356202222410954,0.733961182519796,0.803771481652502,-7.67055768892566,0.803771481652502
"COX19",-0.0454179039169542,9.14567374202565,-0.356118293203667,0.734020870251322,0.803787556947195,-7.67059180575757,0.803787556947195
"CAMK2D",0.039665224025029,11.8341685213207,0.356069904938377,0.734055283344148,0.803787556947195,-7.67061147186091,0.803787556947195
"IER5L-AS1",0.0506883402218401,5.39617076272899,0.355810049411443,0.734240100745484,0.803946439423853,-7.67071703931757,0.803946439423853
"ACTN4",-0.0494486517233828,14.2009347842356,-0.3553781758393,0.734547305997891,0.804239304414092,-7.67089232648252,0.804239304414092
"CAPN1-AS1",-0.043849103825627,8.01502867507675,-0.355274668456224,0.734620942067074,0.804266260888778,-7.67093430734613,0.804266260888778
"CDKN2A",0.0801527316647377,11.1702767048969,0.355231862424934,0.734651395562107,0.804266260888778,-7.67095166533067,0.804266260888778
"CCNA1",0.0639839856778925,5.70922435268537,0.354677882780919,0.735045561059525,0.804631144786734,-7.67117612501704,0.804631144786734
"LRRC34",0.0593513110073598,5.48723665994963,0.354614443868962,0.73509070452889,0.804631144786734,-7.67120180756244,0.804631144786734
"ENSG00000288751",0.0496557433274729,5.25988695651996,0.354595825295084,0.735103953826209,0.804631144786734,-7.67120934425129,0.804631144786734
"EFR3A",-0.0487665894934359,12.33691449959,-0.35403762183039,0.735501227452281,0.805022459571817,-7.67143512554071,0.805022459571817
"AMMECR1L",0.0336631997066785,10.5601016431712,0.352615410727724,0.736513821287657,0.806065655255446,-7.67200883782566,0.806065655255446
"EPN1",0.0622672231517107,12.3207524936027,0.352587105318242,0.736533980235634,0.806065655255446,-7.67202023359913,0.806065655255446
"RARRES1",0.0397780895248436,5.62801661193909,0.352219597955426,0.736795737729146,0.806305830222953,-7.6721681126179,0.806305830222953
"LINC01205",-0.0361416839224038,5.1269015147857,-0.352167134377389,0.736833108128747,0.806305830222953,-7.67218921104837,0.806305830222953
"ENSG00000287797",0.0421200639814927,5.35581779179989,0.351839363280421,0.737066601065107,0.806517735547564,-7.67232095721042,0.806517735547564
"KLHL7",0.0338375850450277,10.1431812632198,0.351336107504809,0.737425163250462,0.80685256352083,-7.67252300962346,0.80685256352083
"ENSG00000236364",0.0598678445700722,5.24417100650786,0.351297995003849,0.737452320791234,0.80685256352083,-7.67253830012918,0.80685256352083
"KCNG3",-0.0359066085314561,6.15389341357296,-0.351126018430392,0.737574870029869,0.806943027094459,-7.67260727630255,0.806943027094459
"TRIM17",0.0801436828402817,5.81224431811619,0.351058517226492,0.737622973204334,0.806952037651547,-7.67263434075537,0.806952037651547
"FBXO25",0.0391198205904377,9.94092930157983,0.350899902648524,0.737736011353868,0.807032081598316,-7.6726979172586,0.807032081598316
"RASA2",-0.0562182457567015,9.75378653855128,-0.35018276655256,0.738247174853583,0.8075476149055,-7.67298501840851,0.8075476149055
"CCDC144A",0.139751514136917,5.84521058213896,0.350126145546794,0.738287539690013,0.807548127039479,-7.67300766228382,0.807548127039479
"ENSG00000287264",0.114881589457481,4.97143063095563,0.349867399197853,0.738472010340554,0.807706255338979,-7.67311109541814,0.807706255338979
"ENSG00000242396",0.121599360305744,6.39816795605349,0.349745994305435,0.738558571345626,0.807757283331,-7.67315960139348,0.807757283331
"BRMS1",0.0357220600076129,10.0110848726338,0.349670561667937,0.738612356510275,0.807772460996568,-7.67318973152765,0.807772460996568
"PTDSS2",-0.0519531413072549,10.1217559636734,-0.349507646432404,0.73872852427113,0.807855857138254,-7.67325478364119,0.807855857138254
"ENSG00000268798",0.0661155870369319,5.84741504464961,0.349419093553993,0.738791670648676,0.807881264484055,-7.67329013063266,0.807881264484055
"CDYL2",-0.034986840850868,10.8728460845531,-0.349255382300863,0.73890841777375,0.807951617275883,-7.67335545539426,0.807951617275883
"ARIH2OS",-0.0598916700798124,6.84051844450425,-0.349216930318956,0.738935840077622,0.807951617275883,-7.67337079440674,0.807951617275883
"ENSG00000273254",0.0376945106388531,5.17211963928558,0.349085915960112,0.739029277061467,0.808010133257773,-7.67342304562471,0.808010133257773
"PHF13",0.0419272859668904,10.8566579123487,0.348646638019884,0.739342597531128,0.808309037302991,-7.67359810135447,0.808309037302991
"ZNF581",0.0550509959826027,10.2243692903851,0.347814103590239,0.739936563736466,0.808914717072094,-7.67392929233964,0.808914717072094
"EFCAB6-AS1",-0.063389415497765,6.11181544427316,-0.347708715093643,0.740011766512905,0.808953238603786,-7.67397116278937,0.808953238603786
"LINC03014",-0.0481454428962067,5.85415566649547,-0.347449436904345,0.740196794814091,0.809086042538829,-7.67407412117196,0.809086042538829
"LINC01226",-0.0416927908267199,5.97050063402399,-0.347426452929895,0.740213197753768,0.809086042538829,-7.6740832444624,0.809086042538829
"RAB11B-AS1",0.0465875786151084,6.91840421728836,0.346988924837325,0.740525476375032,0.809383669059183,-7.67425680694149,0.809383669059183
"ENSG00000284948",-0.0549281323193815,5.57526382504419,-0.346638140990136,0.740775881892466,0.809613640679558,-7.674395807252,0.809613640679558
"ENSG00000269068",-0.0741167564006977,5.11956415613836,-0.346289016453779,0.741025137528656,0.809842330798419,-7.67453401598081,0.809842330798419
"DNAJB12",-0.0339199334484928,11.0519701270461,-0.345843993175949,0.741342909581936,0.810119060537587,-7.67470999443178,0.810119060537587
"MYBBP1A",0.0582620520832009,10.623814034367,0.345822302765187,0.741358399206448,0.810119060537587,-7.67471856605655,0.810119060537587
"SPATA9",0.0505492777492869,5.25077511384006,0.345688088604254,0.741454247603914,0.810180059692875,-7.67477159337567,0.810180059692875
"CHURC1",0.0382451495557881,11.1997934626888,0.345133031792602,0.741850692805081,0.810569493822815,-7.67499068345363,0.810569493822815
"ENSG00000196696",-0.0640370436459818,8.81866588692408,-0.344882920038821,0.742029361694407,0.810720949479461,-7.67508929614259,0.810720949479461
"CFHR1",-0.0478672257977051,6.0245257765204,-0.344278065992881,0.742461515869915,0.811149324916227,-7.67532749075909,0.811149324916227
"IL6ST-DT",-0.0699764536775849,5.15530876057846,-0.344143894852779,0.742557392005889,0.811210285599698,-7.67538027359525,0.811210285599698
"ENSG00000224888",-0.0454603129222466,6.23208999339227,-0.344068037600825,0.7426116003937,0.811225722034048,-7.67541010703814,0.811225722034048
"ZNF318",-0.033812250646136,10.2289252031646,-0.343998845380424,0.742661047292919,0.811235955653318,-7.67543731371935,0.811235955653318
"ANKRD19P",0.128508340151201,5.08177361725804,0.343746911648359,0.742841098309767,0.811388844146996,-7.67553633072572,0.811388844146996
"ENSG00000287232",0.0438821318907809,6.28218777046485,0.343568963441235,0.742968284401354,0.811483976072081,-7.67560622733772,0.811483976072081
"LPXN",-0.0380226795208047,7.7326446314338,-0.343474489321874,0.743035812128569,0.811485907811107,-7.6756433218695,0.811485907811107
"ENSG00000248664",0.0553112220515075,5.13594167652173,0.343411360774842,0.743080936226754,0.811485907811107,-7.67566810334014,0.811485907811107
"RPL36A-HNRNPH2",-0.130495471105542,8.20638811017833,-0.343384736560676,0.743099967471948,0.811485907811107,-7.67567855351448,0.811485907811107
"ATP6V1B1",0.0452724942448919,5.2259258286702,0.343342137893748,0.743130417824548,0.811485907811107,-7.67569527214397,0.811485907811107
"ARSL",0.0537510646835777,7.54500651050937,0.34327526718839,0.743178219329255,0.811494326883717,-7.6757215127599,0.811494326883717
"ENSG00000272221",0.0368275640208289,6.53996094402093,0.341940141213095,0.744132876524626,0.812492909361039,-7.67624439883617,0.812492909361039
"CHMP5",0.0361717961230266,10.9069056735436,0.341775625736776,0.744250544866567,0.812577554271761,-7.67630869378426,0.812577554271761
"TNFRSF12A",-0.110687900250106,11.0698457803236,-0.341649825385687,0.74434052764662,0.812631964406431,-7.67635783824832,0.812631964406431
"CCSER1",0.0339236866380936,6.12928622368952,0.341148560130781,0.744699117851526,0.81294237135209,-7.67655348697467,0.81294237135209
"NEURL2",0.0580253117384553,6.1130228737347,0.341140093653364,0.744705175120323,0.81294237135209,-7.67655678915133,0.81294237135209
"DEDD",0.0345288563718036,9.5144035968573,0.341030541189677,0.744783555299852,0.812984087948245,-7.67659951074573,0.812984087948245
"ENSG00000286230",0.0364426348186226,5.85449070694398,0.340833102179577,0.744924823076123,0.813043736452139,-7.67667647167097,0.813043736452139
"TMEM184C",0.0384954997278868,10.7189371466625,0.340813645828668,0.744938744700941,0.813043736452139,-7.67668405335768,0.813043736452139
"CRB1",0.0435507582314063,5.35813081145345,0.340785751111852,0.744958704423762,0.813043736452139,-7.67669492255285,0.813043736452139
"MYT1L",0.0687436999560207,5.19485251816286,0.340593935396303,0.745095961693828,0.813149693246604,-7.67676964050537,0.813149693246604
"ENSG00000286529",-0.0366792272033427,6.07433238868366,-0.340011131978491,0.745513060420661,0.813561023073894,-7.67699641162743,0.813561023073894
"BEND6",0.0718631235206599,7.66529108048543,0.339714435163218,0.74572543575136,0.813748910725283,-7.67711171404148,0.813748910725283
"NME1-NME2",0.203614393801885,8.42272211964351,0.339386833857743,0.745959960978801,0.813960760035317,-7.67723891408705,0.813960760035317
"MAPK12",0.0475759767246604,9.19872309625084,0.33932293287939,0.746005710285083,0.813960760035317,-7.6772637116059,0.813960760035317
"IMPDH1",0.0466558807229216,10.0810918583345,0.339274737033185,0.746040216401127,0.813960760035317,-7.67728241159364,0.813960760035317
"ALKBH3-AS1",-0.0537637097923254,5.4416736630138,-0.338977904295236,0.746252749895345,0.814116799236314,-7.67739752635624,0.814116799236314
